conversation_id,rep_id,client_id,date,month,month_name,product,objection_type,objection_difficulty,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,context_weighted_score,response_quality,quality_label,client_sentiment,sentiment_label,outcome,is_success,is_success_broad,objection_text_len,response_len_chars,response_len_words,response_to_objection_ratio,info_density,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,skill_level,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,duration_minutes,duration_category,objection_text,rep_response,conversation_transcript
CONV00244,REP016,CLI0163,2025-09-30,9,September,Vitonic Tonus,Posologie complexe,Difficile,5.8,3.5,2.5,3.9,3.62,Faible,0,Neutre,0,Objections non résolues,0,0,75,25,5,0.33,0.62,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,7.92,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00183,REP007,CLI0212,2025-09-30,9,September,PHYTOFANE Lotion anti chute,Marque inconnue,Difficile,5.1,3.4,3.8,4.1,4.0,Faible,0,Neutre,0,Refus,0,0,85,30,5,0.35,1.14,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.3,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00011,REP020,CLI0120,2025-10-02,10,October,"Echinacée, Zinc, Vit.C",Posologie complexe,Difficile,5.6,3.0,4.2,4.3,4.19,Faible,0,Positif,1,Refus,0,0,75,25,5,0.33,1.18,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.13,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00309,REP013,CLI0210,2025-10-04,10,October,LV Vitamine A,Stock suffisant,Difficile,5.1,5.8,3.7,4.9,4.68,Faible,0,Positif,1,Pas intéressé,0,0,74,31,5,0.41,0.88,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,5.57,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00145,REP017,CLI0140,2025-10-08,10,October,LV Fersang junior,Effets Secondaires,Standard,4.7,4.2,3.4,4.1,3.96,Faible,0,Positif,1,Refus,0,0,78,23,4,0.29,0.45,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.7,Standard (6-10 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.","Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]"
CONV00357,REP022,CLI0151,2025-10-08,10,October,LV CYSPROTECT,Marque inconnue,Difficile,3.0,5.2,3.7,4.0,3.98,Faible,0,Négatif,-1,Objections non résolues,0,0,85,30,5,0.35,1.55,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.13,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00290,REP018,CLI0201,2025-10-13,10,October,LV CYSPROTECT,Effets Secondaires,Standard,4.5,4.2,2.5,3.7,3.51,Faible,0,Neutre,0,Objections non résolues,0,0,78,23,4,0.29,0.8,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.93,Courte (3-6 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.","Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]"
CONV00113,REP005,CLI0169,2025-10-14,10,October,PHYTOFANE Lotion anti chute,Efficacité douteuse,Standard,4.1,4.7,2.3,3.7,3.47,Faible,0,Négatif,-1,Objections non résolues,0,0,92,47,7,0.51,1.75,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.9,Courte (3-6 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]"
CONV00083,REP002,CLI0082,2025-10-16,10,October,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,4.1,6.0,4.4,4.8,4.8,Faible,0,Neutre,0,Refus,0,0,74,31,5,0.41,0.62,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.02,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00320,REP016,CLI0153,2025-10-23,10,October,OLIGOVIT Trio,Stock suffisant,Difficile,4.4,4.7,3.0,4.0,3.86,Faible,0,Neutre,0,Objections non résolues,0,0,74,31,5,0.41,1.39,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.5,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00150,REP013,CLI0191,2025-10-25,10,October,"Echinacée, Zinc, Vit.C",Effets Secondaires,Standard,4.0,3.6,4.1,3.9,3.92,Faible,0,Positif,1,Objections non résolues,0,0,78,23,4,0.29,0.41,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.63,Standard (6-10 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]"
CONV00399,REP023,CLI0136,2025-10-28,10,October,LV Vitamine A,Effets Secondaires,Standard,4.4,5.3,3.1,4.3,4.08,Faible,0,Neutre,0,Refus,0,0,78,23,4,0.29,0.99,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.95,Courte (3-6 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.","Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]"
CONV00080,REP018,CLI0038,2025-11-08,11,November,LV CYSPROTECT,Stock suffisant,Difficile,4.5,5.6,4.6,4.9,4.88,Faible,0,Positif,1,Objections non résolues,0,0,74,31,5,0.41,1.34,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.62,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00007,REP006,CLI0119,2025-11-09,11,November,PHYTOFANE Lotion anti chute,Concurrence,Standard,4.9,4.7,4.1,4.6,4.48,Faible,0,Neutre,0,Pas intéressé,0,0,88,34,6,0.38,1.36,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.3,Courte (3-6 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]"
CONV00016,REP022,CLI0167,2025-11-11,11,November,"Echinacée, Zinc, Vit.C",Demande Faible,Standard,4.4,3.7,2.2,3.4,3.2,Faible,0,Neutre,0,Pas intéressé,0,0,83,49,8,0.58,1.37,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,5.73,Courte (3-6 min),"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","C'est un bon produit, les clients vont l'acheter.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: C'est un bon produit, les clients vont l'acheter.
Client: Je vois... [suite de la conversation]"
CONV00279,REP023,CLI0230,2025-11-11,11,November,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,3.3,3.3,2.4,3.0,2.9,Faible,0,Neutre,0,Objections non résolues,0,0,74,31,5,0.41,0.83,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,5.9,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00223,REP016,CLI0059,2025-11-15,11,November,LV CYSPROTECT,Demande Faible,Standard,4.3,5.0,4.0,4.4,4.38,Faible,0,Négatif,-1,Pas intéressé,0,0,83,49,8,0.58,1.17,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,6.72,Standard (6-10 min),"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","C'est un bon produit, les clients vont l'acheter.","Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: C'est un bon produit, les clients vont l'acheter.
Client: Je vois... [suite de la conversation]"
CONV00051,REP015,CLI0084,2025-11-20,11,November,PHYTOFANE Lotion anti chute,Effets Secondaires,Standard,3.8,5.9,3.3,4.3,4.2,Faible,0,Positif,1,Pas intéressé,0,0,78,23,4,0.29,0.47,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.48,Standard (6-10 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.","Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]"
CONV00173,REP012,CLI0204,2025-11-20,11,November,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,5.3,3.6,3.5,4.1,3.98,Faible,0,Neutre,0,Refus,0,0,92,47,7,0.51,1.02,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,6.75,Standard (6-10 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]"
CONV00033,REP001,CLI0046,2025-11-21,11,November,"Echinacée, Zinc, Vit.C",Concurrence,Standard,5.4,5.6,4.4,5.1,5.01,Faible,0,Neutre,0,Objections non résolues,0,0,88,34,6,0.38,0.68,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,8.67,Standard (6-10 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]"
CONV00274,REP008,CLI0107,2025-11-25,11,November,OLIGOVIT Trio,Stock suffisant,Difficile,4.7,3.4,4.0,4.0,4.0,Faible,0,Neutre,0,Pas intéressé,0,0,74,31,5,0.41,1.14,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.3,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00134,REP001,CLI0093,2025-11-27,11,November,OLIGOVIT Trio,Posologie complexe,Difficile,4.0,5.3,2.6,4.0,3.76,Faible,0,Neutre,0,Pas intéressé,0,0,75,25,5,0.33,1.38,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.53,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00359,REP013,CLI0088,2025-12-01,12,December,Omevie Omega 3 – 1000,Stock suffisant,Difficile,3.4,4.8,4.7,4.3,4.4,Faible,0,Positif,1,Refus,0,0,74,31,5,0.41,0.84,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,5.85,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00029,REP017,CLI0126,2025-12-12,12,December,Omevie Omega 3 – 1000,Stock suffisant,Difficile,3.2,4.9,4.5,4.2,4.3,Faible,0,Neutre,0,Pas intéressé,0,0,74,31,5,0.41,0.51,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.72,Standard (6-10 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00044,REP002,CLI0143,2025-12-13,12,December,LV CYSPROTECT,Concurrence,Standard,4.4,5.4,4.0,4.6,4.52,Faible,0,Négatif,-1,Refus,0,0,88,34,6,0.38,0.6,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.82,Standard (6-10 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]"
CONV00400,REP009,CLI0123,2025-12-17,12,December,Vitonic Tonus,Posologie complexe,Difficile,3.8,5.6,3.2,4.2,4.07,Faible,0,Neutre,0,Pas intéressé,0,0,75,25,5,0.33,0.51,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.75,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00219,REP017,CLI0011,2025-12-18,12,December,LV Fersang junior,Effets Secondaires,Standard,5.1,4.7,2.8,4.2,3.94,Faible,0,Positif,1,Pas intéressé,0,0,78,23,4,0.29,1.03,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,3.8,Courte (3-6 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.","Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]"
